x	y
35.318	-0.089981846
35.351	-0.084576736
35.385	-0.077108821
35.418	-0.067744955
35.451	-0.056676251
35.485	-0.044133966
35.518	-0.030394036
35.551	-0.015797673
35.585	-0.000776672
35.618	0.014189527
35.651	0.02867192
35.685	0.04234256
35.718	0.054944361
35.751	0.066231929
35.784	0.075942417
35.818	0.083825721
35.851	0.089693168
35.884	0.093413338
35.918	0.094871037
35.951	0.093965036
35.984	0.090670029
36.018	0.085086372
36.051	0.077400989
36.084	0.067843915
36.118	0.056694054
36.151	0.044267833
36.184	0.030879412
36.218	0.016827243
36.251	0.00241187
36.284	-0.012025144
36.318	-0.026093894
36.351	-0.039396619
36.384	-0.051578319
36.418	-0.062346128
36.451	-0.071449416
36.484	-0.0786674
36.517	-0.083827466
36.551	-0.086829083
36.584	-0.087632982
36.617	-0.086244049
36.651	-0.082713597
36.684	-0.077140411
36.717	-0.069653996
36.751	-0.060410383
36.784	-0.049600861
36.817	-0.037463143
36.851	-0.024302488
36.884	-0.010495887
36.917	0.003534641
36.951	0.017359568
36.984	0.030598763
37.017	0.042965992
37.051	0.054230696
37.084	0.064167728
37.117	0.072564682
37.151	0.079245802
37.184	0.084053661
37.217	0.086832574
37.251	0.087467175
37.284	0.085934427
37.317	0.082291751
37.35	0.076633568
37.384	0.069077514
37.417	0.059786079
37.45	0.049002039
37.484	0.037054911
37.517	0.024315404
37.55	0.011123158
37.584	-0.002240305
37.617	-0.015501665
37.65	-0.028337166
37.684	-0.04039006
37.717	-0.051334846
37.75	-0.060889651
37.784	-0.068791978
37.817	-0.074823836
37.85	-0.078863575
37.884	-0.080888157
37.917	-0.080925332
37.95	-0.079011753
37.984	-0.075183374
38.017	-0.069487666
38.05	-0.062012072
38.083	-0.052911227
38.117	-0.04241569
38.15	-0.030812392
38.183	-0.018418983
38.217	-0.00557528
38.25	0.007371573
38.283	0.020080537
38.317	0.032226632
38.35	0.043533573
38.383	0.053797505
38.417	0.062836391
38.45	0.070418974
38.483	0.076281535
38.517	0.080213413
38.55	0.082090514
38.583	0.081850531
38.617	0.079487879
38.65	0.075080574
38.683	0.068799832
38.717	0.060887556
38.75	0.051612004
38.783	0.041225026
38.817	0.02996835
38.85	0.018093305
38.883	0.005846853
38.916	-0.006534687
38.95	-0.018779394
38.983	-0.03053279
39.016	-0.041401653
39.05	-0.051054371
39.083	-0.05926632
39.116	-0.065871169
39.15	-0.070723359
39.183	-0.073725849
39.216	-0.074862059
39.25	-0.074171083
39.283	-0.071700395
39.316	-0.067478443
39.35	-0.061546593
39.383	-0.054020558
39.416	-0.045090581
39.45	-0.034987219
39.483	-0.023974715
39.516	-0.01234227
39.55	-0.000395666
39.583	0.011543259
39.616	0.023140797
39.649	0.034080172
39.683	0.044108659
39.716	0.053047712
39.749	0.060745137
39.783	0.067037748
39.816	0.07175642
39.849	0.074738838
39.883	0.075836127
39.916	0.074947754
39.949	0.07206255
39.983	0.06727965
40.016	0.060806224
40.049	0.052913496
40.083	0.043879148
40.116	0.033965329
40.149	0.023391601
40.183	0.012332322
40.216	0.000978955
40.249	-0.01039169
40.283	-0.021442766
40.316	-0.031854528
40.349	-0.041349643
40.382	-0.049681844
40.416	-0.056645184
40.449	-0.062085027
40.482	-0.065899095
40.516	-0.068042184
40.549	-0.068505395
40.582	-0.06728157
40.616	-0.064365997
40.649	-0.059796551
40.682	-0.053683012
40.716	-0.046185601
40.749	-0.037479549
40.782	-0.02776208
40.816	-0.017297435
40.849	-0.006425081
40.882	0.004494397
40.916	0.01516918
40.949	0.025397159
40.982	0.035010432
41.016	0.043835166
41.049	0.051683912
41.082	0.058346182
41.116	0.063593689
41.149	0.067217691
41.182	0.069073674
41.215	0.06910125
41.249	0.067323982
41.282	0.06384013
41.315	0.058804157
41.349	0.052400544
41.382	0.044828956
41.415	0.036285919
41.449	0.026952072
41.482	0.017015215
41.515	0.006689847
41.549	-0.003784397
41.582	-0.014138912
41.615	-0.024092525
41.649	-0.033373139
41.682	-0.041703944
41.715	-0.048811972
41.749	-0.054492495
41.782	-0.058656676
41.815	-0.061306086
41.849	-0.062457305
41.882	-0.062091833
41.915	-0.060183141
41.949	-0.05675165
41.982	-0.051877992
42.015	-0.045666889
42.048	-0.038222362
42.082	-0.029686654
42.115	-0.020313189
42.148	-0.010471103
42.182	-0.000526042
42.215	0.009273982
42.248	0.018781663
42.282	0.02785528
42.315	0.036301278
42.348	0.043886304
42.382	0.050387656
42.415	0.055631497
42.448	0.059487802
42.482	0.061863021
42.515	0.062712996
42.548	0.062028827
42.582	0.059803532
42.615	0.056056136
